Time,AUD_to_USD,AUD_to_EUR,AUD_to_GBP,AUD_to_JPY,AUD_to_CNY,AUD_to_KRW,AUD_to_CAD,AUD_to_INR
02-Jan-18,0.7837,0.6522,0.5799,88.33,5.0948,831.98,0.9824,49.92
03-Jan-18,0.7816,0.6485,0.5747,87.8,5.0842,832.76,0.9783,49.65
04-Jan-18,0.7835,0.6519,0.5795,88.27,5.0983,834.07,0.982,49.76
05-Jan-18,0.7857,0.6508,0.5791,88.69,5.0916,834.37,0.9809,49.77
08-Jan-18,0.7842,0.6521,0.5784,88.78,5.0893,836.45,0.9726,49.64
09-Jan-18,0.7854,0.6563,0.5787,88.45,5.1062,837.16,0.9749,49.85
10-Jan-18,0.7828,0.6558,0.5784,87.9,5.1053,837.56,0.9755,49.84
11-Jan-18,0.7873,0.659,0.5836,87.98,5.1313,843.51,0.988,50.19
12-Jan-18,0.7885,0.6541,0.5819,87.71,5.112,838.77,0.9878,50.08
15-Jan-18,0.7946,0.6508,0.5782,87.95,5.1036,843.63,0.9891,50.37
16-Jan-18,0.7968,0.6495,0.5778,88.35,5.1227,846.88,0.9899,50.72
17-Jan-18,0.7955,0.6493,0.5773,88.18,5.1175,848.8,0.9904,50.89
18-Jan-18,0.7964,0.6531,0.5761,88.69,5.1267,852.75,0.9915,50.86
19-Jan-18,0.8019,0.6539,0.5762,88.9,5.1286,854.14,0.9956,51.04
22-Jan-18,0.799,0.6536,0.5763,88.53,5.1206,854.09,0.9976,51.09
23-Jan-18,0.7989,0.6516,0.5712,88.49,5.1138,855.26,0.995,50.98
24-Jan-18,0.8016,0.6505,0.5713,88.09,5.1238,857.19,0.9947,51.02
25-Jan-18,0.8094,0.6509,0.5663,88.24,5.1246,857.84,0.9964,51.42
29-Jan-18,0.8096,0.6522,0.5726,88.04,5.1215,862.22,0.9985,51.43
30-Jan-18,0.807,0.6524,0.5747,87.77,5.1115,866.15,0.997,51.39
31-Jan-18,0.8073,0.65,0.5696,87.87,5.1058,863.93,0.9946,51.46
01-Feb-18,0.8044,0.6476,0.5668,87.91,5.0617,863.04,0.9899,51.2
02-Feb-18,0.7997,0.6401,0.5608,87.71,5.0244,864,0.9822,51.28
05-Feb-18,0.7929,0.6364,0.5617,87.22,4.9937,864.3,0.9844,50.85
06-Feb-18,0.7844,0.6348,0.5626,85.23,4.9374,858.96,0.9851,50.47
07-Feb-18,0.7883,0.6363,0.5644,86.15,4.9316,855.07,0.9862,50.57
08-Feb-18,0.7812,0.6372,0.5629,85.6,4.9455,850.28,0.9814,50.22
09-Feb-18,0.7779,0.6348,0.5584,84.74,4.9211,848.81,0.9797,50.07
12-Feb-18,0.7834,0.6376,0.565,85.13,4.9404,848.97,0.984,50.34
13-Feb-18,0.787,0.6396,0.5683,85.29,4.9786,851.83,0.9897,50.59
14-Feb-18,0.7877,0.6364,0.5669,84.36,4.9898,849.1,0.9903,50.52
15-Feb-18,0.7933,0.6369,0.5662,84.57,5.0307,854.54,0.9909,50.7
16-Feb-18,0.7965,0.6347,0.5633,84.18,5.051,857.99,0.9927,50.85
19-Feb-18,0.792,0.6379,0.5644,84.26,5.0225,846.21,0.9932,50.86
20-Feb-18,0.7926,0.6398,0.567,84.64,5.0263,847.65,0.9966,51.06
21-Feb-18,0.7852,0.6372,0.5616,84.64,4.9793,845.19,0.9944,50.96
22-Feb-18,0.7806,0.636,0.5613,83.87,4.9558,846.17,0.991,50.73
23-Feb-18,0.7821,0.6358,0.5607,83.66,4.9598,843.89,0.9951,50.76
26-Feb-18,0.7863,0.6386,0.5616,83.84,4.9672,844.26,0.9932,50.84
27-Feb-18,0.7847,0.6367,0.5622,83.92,4.9492,842.18,0.9955,50.95
28-Feb-18,0.7792,0.6374,0.5605,83.52,4.9312,844.07,0.9952,50.72
01-Mar-18,0.7731,0.634,0.5623,82.58,4.9019,837.34,0.9928,50.37
02-Mar-18,0.7756,0.6315,0.5627,82.28,4.9279,838.93,0.9952,50.54
05-Mar-18,0.7752,0.6291,0.562,81.78,4.909,838.62,0.9999,50.41
06-Mar-18,0.7773,0.6295,0.5617,82.62,4.9284,836.28,1.0089,50.52
07-Mar-18,0.7804,0.6286,0.5617,82.48,4.9377,834.33,1.0089,50.7
08-Mar-18,0.783,0.6311,0.5631,83.04,4.9531,836.56,1.009,50.88
09-Mar-18,0.7792,0.6328,0.5646,83.09,4.9431,832.15,1.0049,50.72
12-Mar-18,0.7869,0.6385,0.5677,83.73,4.9815,837.1,1.0077,51.14
13-Mar-18,0.787,0.6384,0.5666,84.04,4.9786,838.49,1.0111,51.12
14-Mar-18,0.7871,0.6343,0.5627,83.84,4.9717,838.24,1.019,51.15
15-Mar-18,0.7876,0.6361,0.5632,83.46,4.9716,838.76,1.0199,51.13
16-Mar-18,0.779,0.6328,0.5592,82.49,4.9297,832.4,1.0175,50.56
19-Mar-18,0.7691,0.627,0.5527,81.3,4.8692,824.28,1.009,50.01
20-Mar-18,0.7703,0.6243,0.5492,81.9,4.8738,824.38,1.0078,50.25
21-Mar-18,0.7697,0.6278,0.5492,81.96,4.874,824.77,1.0019,50.2
22-Mar-18,0.7744,0.6265,0.547,81.91,4.8941,830.31,0.9986,50.42
23-Mar-18,0.7711,0.6252,0.5463,80.82,4.883,833.83,0.9958,50.24
26-Mar-18,0.7723,0.6241,0.5454,81,4.8755,835.62,0.9939,50.13
27-Mar-18,0.7738,0.6215,0.5437,81.74,4.8448,828.28,0.993,50.12
28-Mar-18,0.7694,0.62,0.5422,81.23,4.8316,820.49,0.9909,50.02
29-Mar-18,0.7665,0.6217,0.5444,81.61,4.8246,817.31,0.9901,49.96
03-Apr-18,0.7685,0.6244,0.5466,81.46,4.8321,812.07,0.9905,49.99
04-Apr-18,0.77,0.6271,0.5469,82.04,4.8478,815.89,0.9844,50.04
05-Apr-18,0.769,0.6264,0.5467,82.21,4.8472,814.76,0.9824,50.03
06-Apr-18,0.7677,0.6274,0.5486,82.37,4.839,820.02,0.9805,49.91
09-Apr-18,0.7691,0.6262,0.5456,82.28,4.8435,820.9,0.9824,49.93
10-Apr-18,0.7733,0.6283,0.5471,82.86,4.8719,824.9,0.9817,50.2
11-Apr-18,0.7749,0.6267,0.5462,82.97,4.8665,826.83,0.9766,50.43
12-Apr-18,0.7751,0.6273,0.5466,82.88,4.8651,828.97,0.9759,50.64
13-Apr-18,0.778,0.6311,0.5467,83.61,4.8925,832.72,0.9791,50.75
16-Apr-18,0.7769,0.6301,0.5453,83.29,4.882,834.51,0.9802,50.83
17-Apr-18,0.7771,0.6273,0.5419,83.16,4.8809,829.9,0.9771,51.01
18-Apr-18,0.7771,0.628,0.5432,83.41,4.8862,829.94,0.9767,51.03
19-Apr-18,0.7804,0.6306,0.5494,83.83,4.8914,828.12,0.9853,51.34
20-Apr-18,0.7714,0.625,0.5483,83.03,4.8471,822.43,0.9771,50.91
23-Apr-18,0.7673,0.6253,0.5473,82.71,4.8296,820.17,0.9788,50.8
24-Apr-18,0.7608,0.6228,0.5456,82.78,4.8025,819.42,0.9768,50.46
26-Apr-18,0.7574,0.6219,0.5431,82.8,4.7899,817.76,0.9722,50.63
27-Apr-18,0.7545,0.6232,0.5417,82.43,4.7832,810.94,0.9716,50.35
30-Apr-18,0.757,0.6237,0.5489,82.63,4.7936,807.91,0.972,50.46
01-May-18,0.754,0.6248,0.5483,82.48,4.7746,805.39,0.9669,50.26
02-May-18,0.7503,0.6254,0.5518,82.38,4.7731,808.15,0.963,50.07
03-May-18,0.7524,0.6279,0.5532,82.48,4.7886,809.33,0.9669,50.11
04-May-18,0.7538,0.629,0.5552,82.24,4.7857,811.51,0.9685,50.31
07-May-18,0.752,0.6291,0.555,82.1,4.7827,810.02,0.9671,50.46
08-May-18,0.7514,0.6303,0.554,81.93,4.7818,808.92,0.9694,50.47
09-May-18,0.7435,0.6274,0.5496,81.42,4.7384,803.24,0.9631,50.09
10-May-18,0.7458,0.6288,0.5499,81.91,4.749,799.8,0.9574,50.25
11-May-18,0.7534,0.6326,0.5574,82.5,4.7811,805.21,0.9619,50.64
14-May-18,0.7549,0.6308,0.5565,82.56,4.7846,805.67,0.9651,50.79
15-May-18,0.7508,0.6299,0.5542,82.5,4.7679,806.58,0.9622,50.68
16-May-18,0.7484,0.632,0.5538,82.51,4.7654,805.88,0.962,50.74
17-May-18,0.754,0.6373,0.556,83.14,4.7955,814.77,0.9622,51.02
18-May-18,0.7519,0.6366,0.5562,83.33,4.7881,810.92,0.9639,51.1
21-May-18,0.7519,0.6399,0.5596,83.69,4.7979,815.25,0.9678,51.19
22-May-18,0.7588,0.6439,0.5651,84.16,4.8374,823.64,0.9691,51.58
23-May-18,0.7541,0.6411,0.5626,83.34,4.8083,813.98,0.9695,51.43
24-May-18,0.7562,0.6459,0.5656,82.78,4.8333,816.13,0.9719,51.71
25-May-18,0.7565,0.6462,0.566,82.89,4.8336,815.28,0.9766,51.62
28-May-18,0.7578,0.6461,0.5682,83.02,4.8425,812.55,0.9834,51.08
29-May-18,0.7535,0.6478,0.5659,82.2,4.8314,810.8,0.9785,51.06
30-May-18,0.7501,0.6491,0.5656,81.53,4.8233,810.97,0.9772,50.75
31-May-18,0.7564,0.6475,0.568,82.29,4.8441,814.45,0.9733,51.05
01-Jun-18,0.7541,0.6459,0.5681,82.26,4.8391,811.37,0.9776,50.64
04-Jun-18,0.7615,0.6514,0.5696,83.48,4.8888,815.91,0.9854,51.09
05-Jun-18,0.7633,0.6529,0.5733,83.86,4.8936,817.16,0.9874,51.28
06-Jun-18,0.7664,0.6538,0.5716,84.22,4.8976,820.7,0.9911,51.39
07-Jun-18,0.7659,0.6488,0.57,84.2,4.895,817.64,0.9912,51.4
08-Jun-18,0.7609,0.6445,0.5668,83.44,4.8717,817.82,0.9882,51.34
12-Jun-18,0.7615,0.647,0.5698,83.99,4.876,818.99,0.9896,51.36
13-Jun-18,0.7574,0.6445,0.5666,83.74,4.8502,815.87,0.9862,51.19
14-Jun-18,0.7555,0.6401,0.5641,83.13,4.8312,818.17,0.9806,51.13
15-Jun-18,0.7465,0.6457,0.5639,82.78,4.7898,816.63,0.9807,50.75
18-Jun-18,0.745,0.6426,0.5614,82.32,4.7968,823.3,0.9818,50.7
19-Jun-18,0.738,0.6351,0.5567,80.88,4.7616,817.7,0.9764,50.28
20-Jun-18,0.7402,0.6395,0.5623,81.58,4.7904,818.26,0.9833,50.38
21-Jun-18,0.736,0.6367,0.5597,81.47,4.7805,816.92,0.9804,50.17
22-Jun-18,0.7398,0.6359,0.5573,81.36,4.8095,820.07,0.9836,50.19
25-Jun-18,0.7419,0.6373,0.5598,81.19,4.8508,828.78,0.9865,50.56
26-Jun-18,0.7416,0.6333,0.5583,81.28,4.8575,825.98,0.9855,50.55
27-Jun-18,0.738,0.6333,0.5583,81.08,4.8642,824.34,0.9831,50.58
28-Jun-18,0.7353,0.6363,0.5619,81.07,4.8614,824.75,0.9806,50.67
29-Jun-18,0.7391,0.6344,0.5634,81.82,4.8888,822.91,0.9771,50.68
02-Jul-18,0.7382,0.6341,0.5603,81.71,4.9053,825.6,0.9725,50.65
03-Jul-18,0.736,0.6324,0.56,81.67,4.9312,824.5,0.9705,50.61
04-Jul-18,0.7401,0.6342,0.5606,81.71,4.9054,825.88,0.9723,50.74
05-Jul-18,0.7378,0.6309,0.5576,81.65,4.8997,824.45,0.9696,50.69
06-Jul-18,0.7408,0.6331,0.56,82.04,4.9258,826.07,0.9729,51.01
09-Jul-18,0.7467,0.6344,0.5611,82.47,4.9452,830.07,0.9765,51.27
10-Jul-18,0.7457,0.6352,0.5636,82.89,4.9312,832.09,0.9792,51.3
11-Jul-18,0.7408,0.6315,0.5586,82.28,4.9368,830.44,0.9733,51
12-Jul-18,0.7384,0.6322,0.5594,82.92,4.9417,831.66,0.9748,50.71
13-Jul-18,0.7416,0.6358,0.5628,83.48,4.9437,833.11,0.976,50.74
16-Jul-18,0.7436,0.6353,0.5613,83.59,4.973,838.63,0.9772,50.97
17-Jul-18,0.7427,0.634,0.5609,83.49,4.9643,835.24,0.9749,50.82
18-Jul-18,0.7361,0.6327,0.5621,83.19,4.9395,832.16,0.9734,50.45
19-Jul-18,0.7411,0.6366,0.5671,83.59,4.9949,838.63,0.9766,51.01
20-Jul-18,0.7375,0.6322,0.5661,82.84,4.9972,835.44,0.9776,50.82
23-Jul-18,0.7423,0.6331,0.5651,82.39,5.0231,838.95,0.975,51.02
24-Jul-18,0.7376,0.6312,0.5633,82.09,5.0279,837.07,0.9719,50.87
25-Jul-18,0.7402,0.6333,0.5628,82.31,5.0273,832.87,0.9737,50.93
26-Jul-18,0.7436,0.6337,0.5633,82.31,5.0396,833.54,0.9698,51.09
27-Jul-18,0.7389,0.6343,0.5637,82.08,5.0273,824.24,0.9649,50.7
30-Jul-18,0.7397,0.6342,0.564,82.14,5.0521,826.8,0.9665,50.85
31-Jul-18,0.7431,0.6345,0.5661,82.68,5.0701,830.3,0.9699,50.99
01-Aug-18,0.7407,0.6342,0.5654,82.95,5.0565,830.73,0.9645,50.82
02-Aug-18,0.7385,0.6339,0.5637,82.39,5.0348,830.11,0.9609,50.47
03-Aug-18,0.737,0.6358,0.5659,82.31,5.0621,830.56,0.9593,50.66
07-Aug-18,0.7402,0.6405,0.5717,82.41,5.074,832.95,0.9615,50.96
08-Aug-18,0.7427,0.6392,0.5734,82.64,5.0694,830.79,0.9697,50.97
09-Aug-18,0.7441,0.6408,0.5777,82.56,5.0751,831.01,0.9681,51.05
10-Aug-18,0.7331,0.6396,0.5722,81.37,5.0242,827.49,0.9592,50.53
13-Aug-18,0.7279,0.6392,0.5705,80.25,5.0037,825.62,0.9572,50.57
14-Aug-18,0.7271,0.6372,0.5693,80.61,5.0062,821.73,0.9537,50.82
15-Aug-18,0.7213,0.6367,0.5676,80.27,4.9805,813.7,0.9436,50.42
16-Aug-18,0.7275,0.6385,0.5716,80.65,5.0082,820.8,0.9543,51.04
17-Aug-18,0.727,0.6388,0.5714,80.62,5.01,817.44,0.9564,51
20-Aug-18,0.7306,0.6395,0.5733,80.8,5.0055,819.77,0.9543,50.95
21-Aug-18,0.736,0.6384,0.5734,81.01,5.0353,822.81,0.9587,51.21
22-Aug-18,0.7356,0.6356,0.5698,81.22,5.0347,822.88,0.959,51.36
23-Aug-18,0.7294,0.6312,0.5666,80.87,5.0115,817.88,0.9513,51.13
24-Aug-18,0.728,0.6292,0.5676,81.08,5.0113,814.38,0.9527,51.05
27-Aug-18,0.7323,0.6303,0.5698,81.31,4.9901,815.38,0.9532,51.25
28-Aug-18,0.7328,0.6279,0.5693,81.52,4.994,812.97,0.9508,51.37
29-Aug-18,0.7309,0.6261,0.5687,81.25,4.9829,811.76,0.9445,51.53
30-Aug-18,0.728,0.6228,0.5591,81.29,4.9784,807.5,0.9414,51.51
31-Aug-18,0.726,0.6215,0.5576,80.58,4.9571,808.15,0.9446,51.52
03-Sep-18,0.72,0.62,0.5569,79.86,4.919,798.88,0.9398,50.94
04-Sep-18,0.7228,0.623,0.5621,80.38,4.932,805.74,0.9467,51.41
05-Sep-18,0.7186,0.6198,0.5587,80.12,4.9149,804.8,0.9473,51.53
06-Sep-18,0.7171,0.617,0.5558,79.84,4.904,806.27,0.9459,51.56
07-Sep-18,0.7151,0.6151,0.5533,79.09,4.892,803.31,0.9392,51.43
10-Sep-18,0.7115,0.616,0.5508,78.96,4.8816,803.35,0.9378,51.55
11-Sep-18,0.7126,0.6136,0.546,79.41,4.8924,801.45,0.9362,51.54
12-Sep-18,0.7103,0.6132,0.5462,79.21,4.881,801.22,0.9281,51.64
13-Sep-18,0.7181,0.6179,0.5511,80.02,4.9182,806.54,0.9347,51.83
14-Sep-18,0.72,0.6158,0.5492,80.55,4.9355,805.33,0.9355,51.68
17-Sep-18,0.7162,0.6154,0.5472,80.19,4.9204,807.95,0.9333,51.98
18-Sep-18,0.7207,0.616,0.5475,80.69,4.9443,810.25,0.9395,52.18
19-Sep-18,0.7248,0.6202,0.551,81.38,4.9666,812.46,0.9392,52.58
20-Sep-18,0.726,0.6214,0.5521,81.42,4.9722,814.03,0.9381,52.55
21-Sep-18,0.7296,0.6191,0.55,82.27,4.9889,814.12,0.9415,52.43
24-Sep-18,0.7262,0.6189,0.5555,81.77,4.9796,810,0.9398,52.77
25-Sep-18,0.7244,0.6166,0.5526,81.75,4.9726,808,0.9387,52.74
26-Sep-18,0.7264,0.6176,0.5516,82.02,4.9935,810.23,0.9411,52.82
27-Sep-18,0.7233,0.618,0.5508,81.47,4.9723,804.26,0.9438,52.55
28-Sep-18,0.7222,0.62,0.5519,81.96,4.9708,800.31,0.9405,52.39
02-Oct-18,0.72,0.6235,0.5531,81.94,4.9455,805.54,0.9229,52.5
03-Oct-18,0.7182,0.6198,0.5523,81.69,4.9332,803.88,0.9206,52.48
04-Oct-18,0.7085,0.6174,0.5477,81,4.8665,800.63,0.9126,52.23
05-Oct-18,0.7065,0.6144,0.5432,80.46,4.8528,799.1,0.9135,51.99
08-Oct-18,0.7059,0.6131,0.5384,80.37,4.8697,799.41,0.9158,52.14
09-Oct-18,0.709,0.6166,0.541,80.17,4.9,803.08,0.9184,52.51
10-Oct-18,0.7118,0.6186,0.5409,80.48,4.9259,806.85,0.9211,52.85
11-Oct-18,0.7072,0.6117,0.5349,79.33,4.9025,808.72,0.9227,52.62
12-Oct-18,0.7123,0.6137,0.5381,80.02,4.9156,805.04,0.9278,52.44
15-Oct-18,0.7108,0.6154,0.5421,79.64,4.9172,805.86,0.9258,52.49
16-Oct-18,0.7122,0.6154,0.5418,79.79,4.9316,803.09,0.9256,52.61
17-Oct-18,0.7136,0.6174,0.5417,80.12,4.9403,803.84,0.9246,52.45
18-Oct-18,0.7131,0.6201,0.5444,80.24,4.9461,808.12,0.9299,52.46
19-Oct-18,0.7109,0.6204,0.546,79.88,4.9314,805.17,0.9288,52.26
22-Oct-18,0.7107,0.6174,0.5439,80.02,4.9268,801.6,0.9307,52.08
23-Oct-18,0.7063,0.6165,0.5451,79.49,4.903,803.21,0.9251,52.13
24-Oct-18,0.7104,0.6194,0.5471,80.01,4.9277,802.18,0.9289,52.05
25-Oct-18,0.7077,0.6202,0.5491,79.33,4.9138,805.75,0.9215,51.87
26-Oct-18,0.7034,0.6187,0.5487,78.94,4.8965,803.95,0.9221,51.62
29-Oct-18,0.7099,0.6232,0.5531,79.49,4.9361,808.13,0.9303,52.09
30-Oct-18,0.7093,0.6232,0.5538,79.95,4.943,808.32,0.9302,52.2
31-Oct-18,0.7085,0.6247,0.5575,80.23,4.936,807.71,0.9302,52.46
01-Nov-18,0.713,0.6285,0.555,80.47,4.9665,810.77,0.937,52.67
02-Nov-18,0.7243,0.6348,0.5572,81.82,5.0098,813.86,0.9472,52.78
05-Nov-18,0.7189,0.6314,0.5536,81.41,4.9704,807.59,0.9423,52.39
06-Nov-18,0.7213,0.6327,0.553,81.76,4.9935,810.19,0.946,52.68
07-Nov-18,0.7264,0.634,0.5533,82.23,5.0337,812.61,0.9524,53.03
08-Nov-18,0.7274,0.6367,0.5543,82.73,5.0426,813.78,0.9545,53.1
09-Nov-18,0.7244,0.6384,0.5549,82.52,5.0326,816.4,0.9544,52.71
12-Nov-18,0.7226,0.6382,0.5589,82.38,5.0303,819.14,0.9529,52.65
13-Nov-18,0.7212,0.6413,0.5599,82.21,5.0153,815.98,0.9534,52.31
14-Nov-18,0.7217,0.6394,0.5558,82.22,5.0164,818.83,0.9559,52.07
15-Nov-18,0.7279,0.642,0.5594,82.59,5.0507,821.38,0.9627,52.48
16-Nov-18,0.7269,0.6413,0.5683,82.46,5.0462,820.45,0.9569,52.27
19-Nov-18,0.7308,0.6412,0.5698,82.4,5.0744,824.82,0.962,52.63
20-Nov-18,0.7274,0.6355,0.5658,81.84,5.0499,821.02,0.9583,51.88
21-Nov-18,0.7235,0.6359,0.5656,81.68,5.0249,818.29,0.9627,51.7
22-Nov-18,0.725,0.6364,0.5673,81.94,5.0247,819.14,0.9593,51.58
23-Nov-18,0.725,0.6352,0.5629,81.86,5.0311,819.94,0.9567,51.26
26-Nov-18,0.725,0.639,0.5657,82.08,5.0335,818.2,0.9579,51.07
27-Nov-18,0.7228,0.6375,0.5641,82.04,5.0194,816.4,0.9581,51.23
28-Nov-18,0.7233,0.6403,0.5678,82.33,5.0297,815.81,0.9624,51.12
29-Nov-18,0.7314,0.6424,0.5695,82.86,5.0759,819.57,0.9705,51.21
30-Nov-18,0.7316,0.6421,0.5725,82.98,5.0797,819.57,0.9723,50.99
03-Dec-18,0.7367,0.649,0.5769,83.62,5.0955,820.2,0.9734,51.57
04-Dec-18,0.7375,0.6481,0.5785,83.41,5.0447,816.89,0.9718,51.92
05-Dec-18,0.7288,0.6433,0.5742,82.35,5.0048,812.61,0.9683,51.49
06-Dec-18,0.7226,0.6368,0.5677,81.39,4.97,808.72,0.9676,51.33
07-Dec-18,0.7233,0.6359,0.5662,81.62,4.9699,808.4,0.9687,51.01
10-Dec-18,0.7221,0.6318,0.5666,81.2,4.977,813.06,0.9605,51.54
11-Dec-18,0.7205,0.6337,0.5727,81.47,4.9731,813.78,0.9656,52.03
12-Dec-18,0.7215,0.637,0.5768,81.87,4.9677,813.93,0.9652,51.97
13-Dec-18,0.7226,0.6358,0.5729,82.02,4.9668,811.39,0.9653,51.78
14-Dec-18,0.7189,0.6327,0.5691,81.56,4.9539,813.05,0.9612,51.56
17-Dec-18,0.7173,0.6343,0.5702,81.41,4.948,811.52,0.9599,51.46
18-Dec-18,0.7189,0.6335,0.5694,80.92,4.9565,812.54,0.9635,51.26
19-Dec-18,0.7193,0.632,0.5683,80.77,4.9562,808.85,0.9678,50.43
20-Dec-18,0.7095,0.6231,0.5618,79.65,4.9017,801.81,0.958,50.05
21-Dec-18,0.711,0.6213,0.5621,79.19,4.8986,798.2,0.9606,49.67
24-Dec-18,0.7065,0.6202,0.5574,78.49,4.875,795.02,0.9587,49.57
27-Dec-18,0.706,0.6201,0.5576,78.37,4.8643,790.97,0.9595,49.59
28-Dec-18,0.7051,0.6158,0.5567,78.01,4.834,787.97,0.9601,49.36
31-Dec-18,0.7058,0.6178,0.5563,77.93,4.8548,787.57,0.9622,49.33
02-Jan-19,0.702,0.6134,0.5512,76.78,4.8131,786.13,0.9582,48.89
03-Jan-19,0.6945,0.6109,0.5535,74.42,4.7756,783.62,0.947,48.9
04-Jan-19,0.7024,0.6164,0.5558,76.1,4.821,789.76,0.9472,49.13
07-Jan-19,0.7133,0.6246,0.5596,77.25,4.8831,798.52,0.9528,49.47
08-Jan-19,0.713,0.6233,0.5588,77.71,4.8898,801.95,0.9469,49.95
09-Jan-19,0.7154,0.6243,0.5614,77.89,4.892,802.32,0.9464,50.4
10-Jan-19,0.7185,0.6216,0.562,77.58,4.88,803.25,0.9506,50.62
11-Jan-19,0.722,0.6262,0.5656,78.21,4.8736,805.85,0.9533,50.81
14-Jan-19,0.7184,0.626,0.5593,77.67,4.855,807.14,0.9539,50.88
15-Jan-19,0.7212,0.6282,0.5591,78.29,4.87,807.89,0.957,51.15
16-Jan-19,0.7196,0.6306,0.5597,78.06,4.8711,806.42,0.9548,51.12
17-Jan-19,0.7152,0.6283,0.5557,77.97,4.8392,802.24,0.9499,51.05
18-Jan-19,0.7193,0.6313,0.554,78.68,4.875,806.41,0.955,51.14
21-Jan-19,0.7169,0.6301,0.5571,78.57,4.8668,808.29,0.9508,51.21
22-Jan-19,0.7137,0.6284,0.5541,78.13,4.8556,806.58,0.9503,50.91
23-Jan-19,0.7137,0.6279,0.551,78.29,4.8421,804.16,0.9511,50.83
24-Jan-19,0.711,0.6245,0.5439,77.9,4.8251,802.66,0.9493,50.67
25-Jan-19,0.7095,0.6267,0.5409,77.87,4.8071,797.12,0.9452,50.43
29-Jan-19,0.7167,0.627,0.5449,78.32,4.8334,800.22,0.9499,50.97
30-Jan-19,0.7195,0.6289,0.5497,78.68,4.8307,803.31,0.9538,51.28
31-Jan-19,0.7268,0.6318,0.5537,79.09,4.8698,807.55,0.9544,51.57
01-Feb-19,0.7241,0.6328,0.553,78.83,4.8749,810.17,0.952,51.51
04-Feb-19,0.7227,0.6316,0.5528,79.33,4.8749,808.74,0.947,51.8
05-Feb-19,0.726,0.635,0.5568,79.78,4.8972,812.43,0.9514,52.12
06-Feb-19,0.7153,0.6273,0.552,78.51,4.825,800.46,0.9405,51.17
07-Feb-19,0.7099,0.6248,0.5489,78.03,4.7886,797.96,0.9402,50.84
08-Feb-19,0.7076,0.6239,0.5465,77.64,4.773,795.2,0.9425,50.45
11-Feb-19,0.7093,0.6266,0.5487,78.02,4.8077,798.14,0.9429,50.51
12-Feb-19,0.7072,0.6271,0.5498,78.22,4.8,795.1,0.94,50.21
13-Feb-19,0.7134,0.6293,0.5529,78.91,4.8195,798.92,0.9423,50.27
14-Feb-19,0.7119,0.6311,0.5534,79.04,4.8144,801.1,0.9427,50.45
15-Feb-19,0.7093,0.6284,0.5542,78.24,4.8065,800.2,0.9436,50.56
18-Feb-19,0.715,0.6321,0.5537,79.04,4.8308,804.23,0.9462,51.1
19-Feb-19,0.7113,0.6296,0.5514,78.71,4.8188,802.04,0.943,50.75
20-Feb-19,0.7163,0.6314,0.5484,79.37,4.8155,803.58,0.9454,51.03
21-Feb-19,0.7162,0.631,0.549,79.35,4.7952,804.08,0.9431,50.84
22-Feb-19,0.7093,0.6257,0.5444,78.58,4.7736,798.49,0.939,50.5
25-Feb-19,0.7144,0.63,0.5467,79.06,4.7776,800.9,0.9389,50.75
26-Feb-19,0.7159,0.6303,0.5452,79.33,4.795,800.91,0.9448,50.94
27-Feb-19,0.7183,0.6314,0.5423,79.44,4.8072,802.97,0.9463,50.99
28-Feb-19,0.7146,0.6281,0.5372,79.23,4.7745,799.28,0.94,50.86
01-Mar-19,0.7093,0.6236,0.5348,79.21,4.751,797.54,0.9336,50.22
04-Mar-19,0.7095,0.6243,0.536,79.44,4.7468,798.51,0.9424,50.31
05-Mar-19,0.7076,0.6245,0.5377,79.18,4.7429,796.55,0.9429,50.09
06-Mar-19,0.7035,0.6226,0.5355,78.63,4.7241,794.15,0.9406,49.62
07-Mar-19,0.7049,0.6236,0.5349,78.73,4.7299,795.87,0.9476,49.35
08-Mar-19,0.7009,0.6259,0.5352,77.97,4.711,794.93,0.9434,49.2
11-Mar-19,0.7044,0.627,0.5427,78.28,4.7353,799.71,0.946,49.23
12-Mar-19,0.7069,0.6282,0.5353,78.71,4.7459,797.77,0.9474,49.22
13-Mar-19,0.7055,0.6252,0.5391,78.52,4.734,799.01,0.9429,49.17
14-Mar-19,0.7059,0.6237,0.5331,78.78,4.7374,801.2,0.9398,49.12
15-Mar-19,0.7081,0.6256,0.5347,79.09,4.7581,806.07,0.9427,49.06
18-Mar-19,0.7115,0.6276,0.5354,79.35,4.7764,805.24,0.9476,48.98
19-Mar-19,0.7105,0.6262,0.5352,79.06,4.7716,803.22,0.9472,48.64
20-Mar-19,0.7075,0.6236,0.5338,78.95,4.7499,799.62,0.9432,48.87
21-Mar-19,0.7145,0.6253,0.5406,78.95,4.7741,805.46,0.9501,49.18
22-Mar-19,0.7106,0.6245,0.541,78.72,4.7646,803.4,0.9497,48.75
25-Mar-19,0.7079,0.6266,0.5367,77.85,4.7528,803.75,0.9505,48.88
26-Mar-19,0.7122,0.6296,0.5402,78.38,4.7782,806.4,0.9538,49.03
27-Mar-19,0.7101,0.6308,0.5386,78.54,4.7686,805.7,0.9513,48.92
28-Mar-19,0.7097,0.6306,0.5379,78.19,4.7759,807.51,0.9514,48.99
29-Mar-19,0.7087,0.631,0.5422,78.49,4.7659,805.24,0.9525,48.95
01-Apr-19,0.7121,0.6339,0.546,79.06,4.7755,806.35,0.9507,49.24
