Time,TotalEmployed,TotalEmployed_M,TotalEmployed_F,Employment_To_Population_Ratio,Employment_To_Population_Ratio_M,Employment_To_Population_Ratio_F,TotalUnemployed,TotalUnemployed_M,TotalUnemployed_F,Population 15 and over,Population 15 and over_M,Population 15 and over_F
Feb-78,5985.7,3887.4,2098.3,57.1,75.1,39.5,482.8,256.4,226.4,10489.3,5173.6,5315.7
Mar-78,6040.6,3900.6,2139.9,57.5,75.3,40.2,424.8,219.8,205,10508.6,5182.8,5325.8
Apr-78,6054.2,3899.1,2155.1,57.6,75.2,40.4,403.4,211.9,191.5,10518.7,5187.5,5331.2
May-78,6038.3,3888.6,2149.7,57.3,74.9,40.3,398.4,210.7,187.7,10530.7,5193.2,5337.5
Jun-78,6031.3,3883.6,2147.8,57.2,74.7,40.2,393.5,216.7,176.8,10543.4,5198.1,5345.3
Jul-78,6036.1,3869.9,2166.2,57.2,74.4,40.5,380.5,212.4,168.2,10555.4,5203.9,5351.5
Aug-78,6005.4,3850.9,2154.4,56.8,73.9,40.2,398.3,222.2,176.1,10570.5,5210.8,5359.7
Sep-78,6024.3,3860.4,2163.9,56.9,74,40.3,387.3,219.3,168,10586.9,5218.8,5368.1
Oct-78,6045.9,3874.2,2171.6,57,74.2,40.4,370.4,209.2,161.2,10598.3,5224.1,5374.2
Nov-78,6033.8,3863.5,2170.3,56.9,73.9,40.3,372.8,207.5,165.2,10612.9,5230.4,5382.5
Dec-78,6125.4,3936,2189.3,57.6,75.1,40.6,444.6,242.9,201.7,10629,5237.8,5391.2
Jan-79,5971.3,3884.1,2087.2,56.1,74.1,38.7,449.9,251.4,198.5,10643.8,5244.9,5398.9
Feb-79,6050.7,3907.8,2142.9,56.8,74.4,39.6,458.1,243.2,214.9,10660.7,5253.1,5407.6
Mar-79,6096.2,3919.2,2176.9,57.1,74.5,40.2,428.4,224.2,204.2,10679.9,5262.4,5417.5
Apr-79,6087.7,3920.4,2167.2,56.9,74.4,40,420.6,219.1,201.5,10692.1,5268.1,5424
May-79,6075.6,3922.3,2153.3,56.7,74.4,39.6,400.1,211.7,188.4,10706.5,5274.8,5431.6
Jun-79,6095.7,3928,2167.7,56.8,74.3,39.8,393,207.3,185.7,10724.4,5284.2,5440.1
Jul-79,6103.9,3927.8,2176.2,56.9,74.3,40,387.1,203.6,183.5,10736.4,5289.7,5446.7
Aug-79,6078.5,3921.1,2157.4,56.5,74,39.6,377.5,197.5,179.9,10750.7,5296.3,5454.4
Sep-79,6157.8,3957.1,2200.7,57.2,74.6,40.3,400.4,202.8,197.6,10766.9,5303.9,5463
Oct-79,6164,3947.1,2216.9,57.2,74.3,40.5,391.4,197.3,194.1,10781.2,5310.2,5471
Nov-79,6188.8,3946.7,2242.1,57.3,74.2,40.9,363.6,185,178.6,10797.6,5317.7,5479.9
Dec-79,6257.2,4006.7,2250.4,57.9,75.2,41,431,226,205,10816.1,5326.3,5489.9
Jan-80,6112.9,3951.3,2161.6,56.4,74.1,39.3,441.7,243.9,197.8,10829.1,5332.5,5496.5
Feb-80,6207.2,3972.7,2234.6,57.2,74.4,40.6,448.5,231.9,216.7,10844.1,5339.8,5504.3
Mar-80,6278.7,3984.4,2294.2,57.8,74.5,41.6,415.6,212.9,202.8,10861,5348.3,5512.7
Apr-80,6224.9,3962,2262.9,57.2,74,41,408,208.4,199.5,10875.6,5354.9,5520.7
May-80,6273.4,3995.5,2278,57.6,74.5,41.2,416.6,220.9,195.6,10892,5362.7,5529.3
Jun-80,6269.9,3984.3,2285.6,57.5,74.2,41.3,409.3,210.3,199,10909.7,5370.9,5538.8
Jul-80,6314.1,3995.4,2318.6,57.8,74.3,41.8,387.6,206.1,181.5,10924.1,5377.7,5546.4
Aug-80,6281.4,3982.8,2298.5,57.4,74,41.4,394.5,209.6,184.9,10940.7,5385.6,5555.1
Sep-80,6360,4021.4,2338.6,58,74.5,42,407.6,211.6,196,10959.6,5394.6,5565
Oct-80,6320.2,4013.3,2307,57.6,74.3,41.4,378.5,195.5,183,10977.2,5403,5574.2
Nov-80,6342,4017.5,2324.4,57.7,74.2,41.6,359.6,183.6,176.1,10997,5412.5,5584.5
Dec-80,6426.6,4092.4,2334.2,58.3,75.5,41.7,435.7,227,208.7,11019.1,5423.1,5596
Jan-81,6253,4028.9,2224.1,56.7,74.2,39.7,433.8,234.9,198.9,11036.9,5432,5604.9
Feb-81,6356.5,4064,2292.5,57.5,74.7,40.8,427.7,221.1,206.6,11057,5442,5615
Mar-81,6428.1,4089.2,2338.9,58,75,41.6,413.3,204.1,209.2,11079.3,5453.1,5626.2
Apr-81,6426.3,4081.7,2344.6,57.9,74.8,41.6,379.5,188.7,190.7,11093.6,5459.9,5633.7
May-81,6412.4,4076.7,2335.7,57.7,74.6,41.4,379.3,194.1,185.2,11110.2,5467.9,5642.3
Jun-81,6413.9,4074.4,2339.6,57.6,74.4,41.4,353.7,182.5,171.2,11128,5476,5651.9
Jul-81,6425.3,4078.1,2347.2,57.6,74.3,41.5,378.2,197.3,180.9,11146.7,5485.5,5661.2
Aug-81,6393.7,4057.9,2335.8,57.3,73.8,41.2,380.6,200.5,180.1,11165.5,5494.9,5670.5
Sep-81,6502.7,4099.5,2403.2,58.1,74.5,42.3,394,210,183.9,11184.2,5504.4,5679.8
Oct-81,6445.3,4062.9,2382.4,57.5,73.7,41.9,374,200.8,173.1,11204.6,5514.3,5690.3
Nov-81,6433.3,4052.6,2380.7,57.3,73.4,41.8,375,201.5,173.5,11224.9,5524.1,5700.8
Dec-81,6506.9,4111,2395.9,57.9,74.3,41.9,437.6,233.8,203.7,11245.3,5534,5711.3
Jan-82,6355.5,4070.6,2284.9,56.4,73.4,39.9,443.9,239.9,204,11266,5544.6,5721.5
Feb-82,6432.4,4093.1,2339.3,57,73.7,40.8,488.8,252.9,235.9,11286.1,5555.2,5731
Mar-82,6497.4,4102.1,2395.2,57.5,73.7,41.7,463.9,239.1,224.8,11306.8,5565.7,5741.1
Apr-82,6431.6,4072.8,2358.8,56.8,73.1,41,440,228.1,211.9,11326,5574.9,5751.1
May-82,6440.9,4077.4,2363.5,56.8,73,41,453.8,240.9,212.9,11344.5,5584.1,5760.4
Jun-82,6414.3,4064.9,2349.3,56.4,72.7,40.7,451.6,240.6,211,11362.9,5593.2,5769.7
Jul-82,6425.9,4063.9,2362,56.5,72.5,40.9,453.4,254.1,199.3,11380.5,5601.9,5778.6
Aug-82,6379.3,4024.3,2355,56,71.7,40.7,461.4,271.7,189.7,11398.1,5610.6,5787.5
Sep-82,6443.5,4065.7,2377.9,56.4,72.3,41,509.1,294.3,214.7,11415.9,5619.6,5796.3
Oct-82,6421.1,4049.4,2371.6,56.2,72,40.9,540.6,308.2,232.4,11430.4,5626.4,5804
Nov-82,6366.8,4002.6,2364.3,55.6,71.1,40.7,555.2,327.7,227.5,11444.1,5632.5,5811.7
Dec-82,6370.1,4003.7,2366.4,55.6,71,40.7,677.5,405.1,272.4,11459.1,5639.6,5819.5
Jan-83,6172,3924.4,2247.7,53.8,69.5,38.6,694.6,431.7,262.9,11478.9,5649.5,5829.4
Feb-83,6263.9,3951.8,2312.1,54.5,69.8,39.6,750.1,441.4,308.7,11498.1,5658.8,5839.3
Mar-83,6310.3,3944.6,2365.7,54.8,69.6,40.4,733.9,434.6,299.3,11517.8,5668.6,5849.2
Apr-83,6254.5,3928,2326.5,54.2,69.2,39.7,709.3,429.6,279.7,11536,5677.5,5858.5
May-83,6272.8,3927.3,2345.5,54.3,69.1,40,720.5,435.3,285.2,11554.4,5686.7,5867.8
Jun-83,6266.5,3924.4,2342.1,54.1,68.9,39.9,693.2,424.5,268.7,11572.6,5695.6,5877.1
Jul-83,6295,3933.1,2361.8,54.3,69,40.1,687.2,429,258.3,11589.4,5704,5885.4
Aug-83,6241.2,3903.6,2337.6,53.8,68.3,39.7,686.8,429.7,257.1,11606.2,5712.5,5893.7
Sep-83,6358.2,3971.6,2386.6,54.7,69.4,40.4,720.8,435,285.9,11623.2,5721.2,5902
Oct-83,6336.1,3958.5,2377.7,54.4,69.1,40.2,653.2,400.8,252.4,11638.3,5728.9,5909.4
Nov-83,6377.5,3966.7,2410.8,54.7,69.2,40.7,624.8,385.9,238.9,11653.2,5736.2,5917
Dec-83,6456.5,4028.2,2428.3,55.3,70.1,41,690,419.7,270.3,11668.1,5743.6,5924.5
Jan-84,6251.4,3951.7,2299.8,53.5,68.6,38.8,717.8,451.7,266.1,11688.6,5758.1,5930.6
Feb-84,6365.4,4002.6,2362.7,54.4,69.4,39.8,736.5,435.1,301.4,11705.9,5766.8,5939.1
Mar-84,6503.2,4054.5,2448.8,55.5,70.2,41.2,699.9,404.2,295.7,11723.3,5775.6,5947.7
Apr-84,6477.6,4038.3,2439.3,55.2,69.8,41,675.6,385.3,290.4,11740.4,5784,5956.3
May-84,6489.7,4041.7,2448,55.2,69.8,41,635.6,381.5,254,11757.5,5792.5,5964.9
Jun-84,6499,4045.3,2453.8,55.2,69.7,41.1,632.5,374.3,258.1,11774.6,5801,5973.6
Jul-84,6528.7,4068.9,2459.8,55.4,70,41.1,594.9,357.5,237.4,11791.7,5809.5,5982.2
Aug-84,6466.1,4018,2448.1,54.8,69.1,40.9,604,381.2,222.8,11808.8,5818,5990.9
Sep-84,6579.8,4066.1,2513.7,55.6,69.8,41.9,620.8,376.7,244.1,11826,5826.5,5999.5
Oct-84,6553.2,4059.2,2494,55.3,69.6,41.5,578.4,350.8,227.6,11844.3,5835.4,6008.8
Nov-84,6576.1,4064.8,2511.3,55.4,69.5,41.7,571.2,341.2,230,11862.6,5844.4,6018.1
Dec-84,6636,4097.5,2538.5,55.9,70,42.1,627.4,375.3,252.1,11881,5853.5,6027.5
Jan-85,6452.4,4040.1,2412.3,54.2,68.9,40,657.7,405.4,252.4,11900.8,5863.5,6037.3
Feb-85,6595.7,4086.9,2508.7,55.3,69.6,41.5,674.1,390.8,283.3,11920.6,5873.5,6047.2
Mar-85,6657.4,4097.7,2559.7,55.8,69.6,42.3,672.8,390.2,282.5,11940.7,5883.6,6057.1
Apr-85,6588.8,4076.6,2512.2,55.1,69.2,41.4,615.3,360.7,254.6,11958.1,5892.4,6065.7
May-85,6657.9,4102.8,2555.2,55.6,69.5,42.1,609.1,362.9,246.2,11975.6,5901.3,6074.3
Jun-85,6659.4,4098.3,2561,55.5,69.3,42.1,607.6,365.8,241.8,11993.1,5910.2,6082.9
Jul-85,6703.4,4116.9,2586.6,55.8,69.5,42.5,566.9,344.5,222.3,12012.3,5920,6092.3
Aug-85,6675.5,4111,2564.5,55.5,69.3,42,572.7,349.1,223.6,12031.3,5929.7,6101.6
Sep-85,6814.7,4189.4,2625.3,56.6,70.5,43,589.2,342.7,246.5,12050.5,5939.6,6111
Oct-85,6771.1,4161.3,2609.8,56.1,69.9,42.6,534.8,310.9,223.9,12073.3,5951,6122.3
Nov-85,6881.9,4209.9,2672,56.9,70.6,43.6,543.1,311.4,231.7,12096.1,5962.5,6133.5
Dec-85,6910.8,4225.6,2685.3,57,70.7,43.7,591.1,336.8,254.3,12119,5974.1,6144.9
Jan-86,6753.6,4183.4,2570.2,55.6,69.9,41.8,624.8,370.8,254.1,12141.6,5985.6,6156
Feb-86,6861.9,4205.3,2656.5,56.4,70.1,43.1,665.3,369.4,295.9,12164.2,5997,6167.2
Mar-86,6961.9,4238.2,2723.7,57.1,70.5,44.1,642.6,353.4,289.2,12186.9,6008.5,6178.4
Apr-86,6997.9,4242.3,2755.6,57.3,70.5,44.5,608.7,339.6,269.1,12207.8,6019.1,6188.7
May-86,6979,4228.1,2750.8,57.1,70.1,44.4,594.5,338,256.5,12228.7,6029.6,6199.1
Jun-86,7007.7,4257.9,2749.8,57.2,70.5,44.3,563.8,321.3,242.5,12249.7,6040.2,6209.5
Jul-86,6991.5,4228.1,2763.4,57,69.9,44.4,596.1,342.9,253.2,12270.8,6050.7,6220.1
Aug-86,6918.5,4202.6,2716,56.3,69.3,43.6,597.6,349.3,248.4,12291.8,6061.2,6230.6
Sep-86,7040.6,4260.1,2780.5,57.2,70.2,44.6,633.1,363.4,269.7,12313,6071.8,6241.3
Oct-86,7030.4,4245.1,2785.2,57,69.8,44.5,591,341.7,249.3,12334.8,6082.5,6252.3
Nov-86,7034.2,4228.4,2805.8,56.9,69.4,44.8,584.2,345.6,238.6,12356.6,6093.2,6263.4
Dec-86,7116.8,4291.6,2825.2,57.5,70.3,45,655.8,386.1,269.7,12378.5,6104,6274.5
Jan-87,6902.5,4211.6,2690.9,55.7,68.9,42.8,670.7,402.3,268.4,12401.4,6115.4,6286
Feb-87,7022.3,4248.1,2774.1,56.5,69.3,44.1,699.7,395.7,304,12424.3,6126.7,6297.6
Mar-87,7133.4,4291.7,2841.7,57.3,69.9,45,702.8,385.8,317,12447.4,6138.2,6309.2
Apr-87,7109.6,4281.3,2828.2,57,69.6,44.8,652,357.3,294.7,12468.7,6148.7,6320
May-87,7103.5,4269.7,2833.8,56.9,69.3,44.8,635.1,366.9,268.2,12489.8,6159.2,6330.7
Jun-87,7128.9,4291.2,2837.7,57,69.6,44.7,603.1,353.3,249.8,12511,6169.6,6341.4
Jul-87,7175.6,4320,2855.6,57.3,69.9,45,610.1,354.1,256,12531.2,6179.7,6351.5
Aug-87,7092.3,4277.1,2815.2,56.5,69.1,44.3,602,347.1,254.9,12551.1,6189.5,6361.5
Sep-87,7186.5,4312.7,2873.8,57.2,69.6,45.1,597.6,345.5,252.1,12571.1,6199.5,6371.6
Oct-87,7177.4,4303.4,2874,57,69.3,45,585.4,341.9,243.5,12594.4,6211.1,6383.2
Nov-87,7182.2,4294.2,2888,56.9,69,45.2,567.1,329.6,237.5,12617.3,6222.6,6394.7
